date,content,source,user_name,followers,handle,location,country,link,tags,replies,reposts,likes,views,included_url
2025-01-31,#WLC25 starting now with Co Chairs @JulieBrahmer Dr Rogerio Lilenbaum & Dr Mark Socinski . A great meeting to review all the rapid devts of lung cancer and new drugs over the last year  #lcsm @gotoPER,x.com,Dr. Estela Rodriguez,7109,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1885424539900735767,"#WLC25,  #lcsm ",0,0,4,78,
2025-01-31,"#WLC25 @MPatriciaRivera discusses current unmet needs in #lungcancerscreening. 

Many high risk pts are being missed w current UPSTF criteria including women, pts w lower tobacco exposure, pts w prior malignancies. So many missed opportunities! #lcsm #screeninhsaveslives 
@gotoPER",x.com,Dr. Estela Rodriguez,7109,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1885426358660059592,"#WLC25,  #lungcancerscreening, #lcsm, #screeninhsaveslives ",0,0,4,65,
2025-01-31,"What a way to kick off#winterlung in sunny Fl! Our esteemed colleagues Dr Patricia Rivera and Dr Lecia Sequist ⁦
@LeciaSequist
⁩ talking about Lung Cancer Screening.   Thank you!!!",x.com,Dr. Julie Brahmer,1570,@JulieBrahmer,"Baltimore,MD",United States,https://x.com/JulieBrahmer/status/1885428681751093747,#winterlung,0,0,1,32,
2025-01-31,"We have landed in sunny Hollywood, Florida for the 22nd Annual Winter Lung Cancer Conference! Follow along on our site for exclusive #lcsm insights all weekend! #gotoPER #WLC25 www.onclive.com/conference/w...",bluesky.app,OncLive,532,@onclive.bsky.social,,United States,https://bsky.app/profile/onclive.bsky.social/post/3lh2eisdmpk2w,"#gotoPER, #WLC25, #lcsm ",0,0,0,12,https://www.onclive.com/conference/winter-lung
2025-01-31,"#WLC25: @LeciaSequist @MGHCancerCenter discusses the future of #lungcancerscreening -using #AI machine learning to predict lung nodules w malignant potential, with the Sybil program. #lcsm @gotoPER",x.com,Dr. Estela Rodriguez,7109,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1885435650800841111,"#WLC25, #AI, #lcsm",0,0,10,376,
2025-01-31,#WLC25 Great welcoming @MPatriciaRivera and @LeciaSequist to Miami during the #WinterLungConference and thank both of them for all their mentoring and work to overcome barriers to #lungcancerscreening with @COlazagasti @SylvesterCancer #lcsm  @gotoPER,x.com,Dr. Estela Rodriguez,7109,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1885448431574905235,"#WinterLungConference, #lungcancerscreening, #lcsm, ",0,3,30,1032,
2025-01-31,"A huge thanks to @drshieldsmd, of @IUMedSchooland @IUCancerCenter for stopping by during #WLC25 to chat about advances in SCLC management! Check out our site for more from the meeting! @gotoPER #lcsm #gotoPER https://onclive.com/conference/winter-lung",x.com,OncLive.com,46300,@OncLive,New Jersey,United States,https://x.com/OncLive/status/1885496495803191718,"#lcsm, #gotoPER ",0,0,3,697,https://www.onclive.com/conference/winter-lung
2025-01-31,"Thank you to @CoreyLangerMD, of @PennMedicine, for speaking with us at #WLC25 about adjuvant NSCLC treatment! See our site for more #lcsm insights. 
@gotoPER #gotoPER https://onclive.com/conference/winter-lung",x.com,OncLive.com,46300,@OncLive,New Jersey,United States,https://x.com/OncLive/status/1885498560856146360,"#WLC25, #lcsm, insights, #gotoPER",0,0,3,635,https://www.onclive.com/conference/winter-lung
2025-01-31,"WATCH: @CoreyLangerMD, discusses how the use of adjuvant immunotherapy has affected the resectable NSCLC treatment paradigm. 
@PennMedicine @gotoPER
 #gotoPER #WLC25 #lcsm",x.com,OncLive.com,46300,@OncLive,New Jersey,United States,https://x.com/OncLive/status/1885502485994840569,"#gotoPER, #WLC25, #lcsm",0,0,0,605,https://www.onclive.com/view/dr-langer-on-the-evolution-of-adjuvant-immunotherapy-in-nsclc
2025-01-31,"WATCH: @drshieldsmd discusses the implications of the ADRIATIC trial of adjuvant therapy with durvalumab vs placebo in patients with LS-SCLC. 
@IUCancerCenter @IUMedSchool @gotoPER
 #gotoPER #WLC25 #lcsm",x.com,OncLive.com,46300,@OncLive,New Jersey,United States,https://x.com/OncLive/status/1885509734389727499,"#gotoPER, #WLC25, #lcsm",0,0,2,694,https://www.onclive.com/view/dr-shields-on-key-adriatic-trial-data-with-adjuvant-durvalumab-in-ls-sclc
2025-01-31,"Winter Lung 2025 
@Jani_Chinmay
 @BrunaPellini
 @gotoPER",x.com,"Coral Olazagasti, MD",2964,@COlazagasti,"Miami, FL",United States,https://x.com/COlazagasti/status/1885505999819223336,,1,3,21,686,
2025-02-01,#WLC25 Proud mentor with current and former @HemOncMiami @SylvesterCancer fellows attending Winter Lung Conference With @Jani_Chinmay Dr Diana Saravia thoracic attending @ClevelandClinic FL. #lcsm @gotoPER,x.com,Dr. Estela Rodriguez,7109,@Latinamd,"Miami, FL",United States,https://x.com/Latinamd/status/1885670181407527088,"#WLC25, #lcsm ",0,0,2,10,
2025-01-31,"The first sessions of #WLC25 have begun! Follow along to see our coverage of expert #lcsm insights from the meeting! #gotoPER 
www.onclive.com/conference/w...",bluesky.app,OncLive,534,@onclive.bsky.social,,United States,https://bsky.app/profile/onclive.bsky.social/post/3lh2wujfek22w,"#WLC25, #lcsm, #gotoPER ",0,0,0,16,https://www.onclive.com/conference/winter-lung
2025-01-31,"A huge thanks to Misty Shields, MD, PhD, of Indiana University, for stopping by during #WLC25 to chat about advances in SCLC management! Check out our site for more from the meeting! #lcsm #gotoPER
www.onclive.com/conference/w...",bluesky.app,OncLive,534,@onclive.bsky.social,,United States,https://bsky.app/profile/onclive.bsky.social/post/3lh3dnsa6nk2w,"#WLC25, #lcsm, #gotoPER ",0,0,0,21,https://www.onclive.com/conference/winter-lung
2025-01-31,"Thank you to @coreylanger.bsky.social, of @pennmedicine.bsky.social, for speaking with us at #WLC25 about adjuvant NSCLC treatment! See our site for more #lcsm insights. #gotoPER
www.onclive.com/conference/w...",bluesky.app,OncLive,534,@onclive.bsky.social,,United States,https://bsky.app/profile/onclive.bsky.social/post/3lh3dxldzg22w,"#WLC25, #lcsm, #gotoPER ",0,0,0,9,https://www.onclive.com/conference/winter-lung
2025-01-31,"Corey Langer, MD discusses how the use of adjuvant immunotherapy has affected the resectable NSCLC treatment paradigm. 
@pennmedicine.bsky.social #gotoPER #WLC25 #lcsm www.onclive.com/view/dr-lang...",bluesky.app,OncLive,534,@onclive.bsky.social,,United States,https://bsky.app/profile/onclive.bsky.social/post/3lh3f7oshd22m,"#gotoPER, #WLC25, #lcsm ",0,0,0,17,https://www.onclive.com/view/dr-langer-on-the-evolution-of-adjuvant-immunotherapy-in-nsclc
2025-01-31,"WATCH: Misty Shields, MD, PhD, discusses the implications of the ADRIATIC trial of adjuvant therapy with durvalumab vs placebo in patients with LS-SCLC. #gotoPER #WLC25 #lcsm www.onclive.com/view/dr-shie...",bluesky.app,OncLive,534,@onclive.bsky.social,,United States,https://bsky.app/profile/onclive.bsky.social/post/3lh3gk7kv722m," #gotoPER, #WLC25, #lcsm ",0,0,0,2,https://www.onclive.com/view/dr-shields-on-key-adriatic-trial-data-with-adjuvant-durvalumab-in-ls-sclc
